,menus.description,menus.name
16474,A warm flour tortilla filled with seasoned beef then dressed with ranchero sauce and melted cheese,Burrito
16475,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16478,"Bacon or sausage, egg, potato, jalapeno, cheddar, jack, pinto beans, in a flour tortilla",Burrito
16483,"This taco bell fresco burrito is a warm, soft flour tortilla wrapped around hearty beans, tangy red sauce, diced onions, and fiesta salsa.",Burrito
16488,"A warm, soft, flour tortilla wrapped around hearty beans, real cheddar cheese, tangy red sauce and diced onions.",Burrito
16489,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16491,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers.  served with guacamole, sour cream, salsa and black beans",Burrito
16510,"With Cheddar Cheese, Lettuce, Tomato, Sour Cream, Onions.",Burrito
16512,"Spinach, tomato, red onion, mushroom, bell pepper, bacon, sausage, ham, and choice of cheese",Burrito
16513,"farm fresh scrambled eggs, chorizo, cotija, pickled fresno peppers, flour tortilla, smothered in pork green chili, hashbrowns, sour cream",Burrito
16514,"Chile verde, chile colorado, chicken, or beef, wrapped in a large flour tortilla, stuffed with refried beans, and topped with ranchera sauce and cheese. served with sour cream and guacamole.",Burrito
16515,"Traditional chile relleno, stuffed inside a large flour tortilla with rice, beans, and smothered  in rich ranchera sauce, jack cheese, sour cream and guacamole.",Burrito
16516,"Flame grilled onions, bell peppers and tomatoes, with black beans, rice and guacamole, salsa verde and cheese.",Burrito
16517,"Scrambled eggs, sausage, ham, bacon bits hash brown nuggets, shredded jack and cheddar cheeses and fresh salsa wrapped in a warm flour tortilla.",Burrito
16518,"Warm sausage gravy, smothered over scrambled eggs, sausage, ham, bacon bits, hash brown nuggets and shredded jack and cheddar cheeses, all wrapped in a warm flour tortilla.",Burrito
16519,"Scrambled eggs, two strips of bacon, shredded jack and cheddar cheeses wrapped in a warm flour tortilla.",Burrito
16521,"Lag flour tortilla wrapped around your choice of diced ham, bacon or sausage with cheddar and jack cheese and scrambled eggs. Includes choice of hash brown or cafe potatoes",Burrito
16522,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16524,El pollo loco roja wet burrito is an indulgent and hearty chicken burrito that is smothered in a flavorful colorado sauce and served with our fresh hand-made guacamole and creamy sour cream.,Burrito
16526,"El pollo loco chicken avocado burrito is stuffed with our citrus-marinated flame-grilled chicken, fresh avocado, cabbage and creamy cilantro dressing.",Burrito
16527,Soft tortilla filled with chicken.,Burrito
16528,Soft tortilla filled with beef.,Burrito
16534,"3 Eggs scrambled with choice of chorizo or bacon, bell peppers, onions, pico de gallo, avocado, sour cream, hash browns and cheese.",Burrito
16535,"2 Eggs scrambled with choice of bacon, ham or sausage, salsa, hash browns and cheese.",Burrito
16537,"Filled with beans, lettuce, tomato and your choice of ground beef, chicken, flank steak or pork (al pastor) . topped with sour cream and guacamole.",Burrito
16540,"A warm, soft flour tortilla thats packed with a double portion of seasoned ground beef, seasoned rice, crunchy red tortilla strips, real cheddar cheese, cool reduced fat sour cream and cheesy molten hot lava sauce.",Burrito
16545,"A warm, soft flour tortilla wrapped around authentic carne asada steak, hearty beans, tangy red sauce, crisp shredded lettuce, diced onions, diced ripe tomatoes, and fiesta salsa.",Burrito
16546,"A warm, soft flour tortilla wrapped around hearty beans, tangy red sauce, diced onions, and fiesta salsa.",Burrito
16552,"A warm, soft, flour tortilla wrapped around hearty beans, real cheddar cheese, tangy red sauce and diced onions.",Burrito
16553,"Beef or chicken, onions, garlic, Asadero and Manchego cheese, red chile sauce, drizzled with sour cream",Burrito
16554,"Breakfast burrito, scrambled eggs, chipotle salsa, hash browns, guacamole",Burrito
16556,"Two scrambled eggs with grilled potatoes, cheddar cheese and your choice of cherry-smoked bacon, sausage or avocado wrapped in a flour tortilla.or take it to the next level and enjoy your burrito smothered in our signature cheese sauce. 9.29. Take it to the next level and enjoy your burrito smothered in our signature cheese sauce.",Burrito
16563,Add rice and beans on the side,Burrito
16565,"Rice, bean, cheese, sour cream, guacamole, tomatoes and lettuce",Burrito
16566,"Scrambled eggs with mild mexican sausage, rice, beans, cheese",Burrito
16568,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers. Served with guacamole, sour cream, salsa and black beans",Burrito
16571,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16572,"Ground beef, refried beans, deep fried.",Burrito
16573,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16574,Res.,Burrito
16576,Stuffed with rice and your choice of black or pinto beans,Burrito
16577,All the goodies in a burrito but without the shell,Burrito
16580,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
16581,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice and shredded cheddar cheese.",Burrito
16582,"Skyline chili in a soft tortilla, topped with more chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
16583,"Skyline chili in a soft tortilla, topped with more chili and shredded cheddar cheese.",Burrito
16584,"Skyline chili bean mix in a soft tortilla, topped with our secretrecipe chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
16585,"A large flour tortilla stuffed with generous portion of scramble eggs and mexican chorizo sausage, topped with melted cheese",Burrito
16586,"Tender chunks of steak or chicken stuffed in a flour tortilla served refried beans and rice, jack and cheddar cheese, and guacamole and salsa",Burrito
16589,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16590,"Mole, local eggs, chorizo, potatoes, salsa verde, queso fresco, avocado, baby wild arugula",Burrito
16593,Beef or chicken,Burrito
16604,"With gravy and cheese, soft fajita taco and guacamole salad served with rice and beans",Burrito
16606,"With gravy and cheese, soft fajita taco and guacamole salad served with rice and beans",Burrito
16618,Cabo style or caesar style.,Burrito
16619,"Black beans, rice, jack cheese, onions, cilantro and spicy chipotle  sauce.  choice of chicken, pork carnitas, steak, wahoo or shrimp",Burrito
16620,"Black or pinto beans, rice, cilantro and onions.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
16621,"Melted jack cheese, guacamole and pico de gallo.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
16623,"A king sized flour tortilla rolled and filled with shredded chicken, beans, cheese and sour cream.",Burrito
16624,"A king sized flour tortilla rolled and filled with ground beef, beans, cheese and sour cream.",Burrito
16625,"Includes rice, black beans, Jack cheese, sour cream and guacamole in a large flour tortilla with your choice of side.",Burrito
16627,"Large flour tortilla stuffed with Spanish rice, black beans, Jack cheese, guacamole and sour cream.",Burrito
16631,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16640,"This taco bell fresco burrito is a warm, soft flour tortilla wrapped around hearty beans, tangy red sauce, diced onions, and pico de gallo.",Burrito
16645,"A warm, soft, flour tortilla wrapped around hearty beans, real cheddar cheese, tangy red sauce and diced onions.",Burrito
16647,With chicken or beef,Burrito
16649,"Everything you find in our burritos, without the tortilla. marinated and grilled meats or veggies, whole pinto or black beans, rice, cheese, and salsa.",Burrito
16650,"A freshly made, giant flour tortilla, filled with your choice of marinated and grilled meats or veggies, whole pinto or black beans, rice, cheese, and salsa.",Burrito
16651,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
16652,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16655,"Busting with hash browns, scrambled eggs, mushrooms, cheddar and sour cream, Wrapped in a flour tortilla. Topped with homemade salsa",Burrito
16656,Especial del Fin de Semana,Burrito
16661,"Choice of chicken, beef, or veggie. Upgrade to a regular burrito.",Burrito
16667,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16669,Chicken burrito served with rice and refried beans.,Burrito
16674,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
16675,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16678,An extra large flour tortilla stuffed with marinated grilled steak or chicken and beans. Topped with jack cheese and guacamole.,Burrito
16683,"A large flour tortilla, 2 eggs, beans and cheese. Loaded with your choice of Bacon, sausage, or machaca",Burrito
16685,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16687,"Grilled chicken. Served with rice, beans, cheese, cream and guacamole.",Burrito
16688,"Your choice of meat, with jalapenos, tomatoes and onions. Served with rice, beans, cheese, cream and guacamole.",Burrito
16693,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
16694,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16706,"Two 14 lb. all beef hot dogs, chili,  jalapenos, onions, guacamole, whiz,  flour tortilla",Burrito
16707,"Rice, beans, avocado, lettuce, cheese, hot sauce",Burrito
16708,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16709,"Filet mignon and prime rib tips, scrambled eggs, ranch potatoes, onions, and red and green peppers accompanied by fresh fruit.",Burrito
16710,"Chorizo sausage, scrambled eggs, ranch potatoes, onions and red and green peppers.",Burrito
16711,"Filled with ruby rice, black beans, jalapenos, black olives, and jack cheese. Topped with guacaverde, pico, cilantro crema",Burrito
16713,"Spicy beef sirloin, salsa fresca, Jack cheese, New Mexico green chile sauce, seasonal rice",Burrito
16715,"Grilled cilantro pesto chicken, salsa fresca, Jack cheese, red chile sauce, season rice",Burrito
16718,With red chili sauce and sour cream,Burrito
16720,"With chili verde sauce, cheddar and cotija cheeses,  black beans and guacamole",Burrito
16721,Choice of grilled chicken or grilled steak.,Burrito
16722,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
